ID,Date (GMT),Time (24hr),ConfP (psi),ActP (psi),Load (lbs),SmallLVDT (in),LargeLVDT (in),LVTemp (C),UVTemp (C),PistonTemp (C),LCTemp (C),AmbTemp (C),CFluidTemp,DilaFDBK (mL),Isco Vol (mL),DnStream Flow (SCCM),Schu01 (in),Schu02 (in),PorePress(psig)
145,12/20/2016,10:13:50 AM,2902.12,1.69336,-28997.5,0.0508822,-0.615776,185.1,187.4,165.7,23.1,22.6,173.6,3.26927,199.579,0,3.9457,3.8454,-1.24048
146,12/20/2016,10:14:00 AM,2903.04,1.69336,-28997.5,0.0508822,-0.614959,184.2,186.8,165.7,23,22.6,173.6,3.26927,199.579,0,3.94551,3.84493,-1.24048
147,12/20/2016,10:14:10 AM,2902.12,1.69336,-28997.5,0.0508822,-0.615336,183.1,186.1,165.7,23,22.5,173.6,3.26927,199.47,0,3.94536,3.84471,-1.24048
148,12/20/2016,10:14:19 AM,2902.12,1.69336,-28997.5,0.0508822,-0.615525,182.4,185.5,165.7,23,22.5,173.6,3.26927,199.346,0,3.9451,3.84412,-1.24048
149,12/20/2016,10:14:29 AM,2902.12,1.69336,-29008.1,0.0508822,-0.615965,181.6,184.8,165.7,23.1,22.5,173.7,3.26927,199.346,0,3.94482,3.84395,-1.24048
150,12/20/2016,10:14:39 AM,2903.04,1.69336,-29008.1,0.0508822,-0.615965,180.9,184.2,165.7,23.1,22.5,173.7,3.26927,199.238,0,3.94456,3.84401,-1.24048
151,12/20/2016,10:14:49 AM,2902.12,1.69336,-29008.1,0.0508822,-0.615525,180.3,183.7,165.7,23.2,22.5,173.7,3.26927,199.114,0,3.94476,3.84401,-1.24048
152,12/20/2016,10:15:00 AM,2902.12,1.69336,-28997.5,0.0508822,-0.615525,180.1,183.1,165.7,23.2,22.5,173.6,3.26927,198.959,0,3.94463,3.8439,-1.24048
153,12/20/2016,10:15:10 AM,2902.12,1.69336,-28997.5,0.0508822,-0.614959,182.7,182.6,165.7,23.2,22.5,173.6,3.26927,198.727,0,3.94443,3.84349,-1.24048
154,12/20/2016,10:15:20 AM,2902.12,1.69336,-28997.5,0.0508822,-0.615776,185.8,182.4,165.7,23.1,22.4,173.6,3.26927,198.619,0,3.94431,3.84297,-1.24048
155,12/20/2016,10:15:30 AM,2902.12,1.69336,-28997.5,0.0508822,-0.614959,188.3,182.2,165.7,23.2,22.4,173.6,3.26927,198.34,0,3.94422,3.84343,-1.24048
156,12/20/2016,10:15:39 AM,2902.12,1.69336,-29008.1,0.0508822,-0.614959,191,182.1,165.8,23.3,22.4,173.6,3.26927,198.232,0,3.94409,3.84332,-1.24048
157,12/20/2016,10:15:49 AM,2902.12,1.69336,-28997.5,0.0508822,-0.61477,191.3,182.1,165.8,23.3,22.4,173.5,3.26927,198,0,3.94403,3.84321,-1.24048
158,12/20/2016,10:15:59 AM,2902.12,1.69336,-29008.1,0.0508822,-0.615965,189.8,182,165.8,23.2,22.4,173.5,3.26927,197.845,0,3.9439,3.84303,-1.24048
159,12/20/2016,10:16:10 AM,2903.04,1.69336,-28997.5,0.0508822,-0.615525,190.2,181.8,165.8,23.2,22.4,173.5,3.26927,197.737,0,3.94403,3.84373,-1.24048
160,12/20/2016,10:16:20 AM,2903.04,1.69336,-28997.5,0.0508822,-0.616154,192.2,181.8,165.8,23.3,22.4,173.5,3.26927,197.613,0,3.94377,3.84332,-1.24048
161,12/20/2016,10:16:30 AM,2902.12,1.69336,-28997.5,0.0508822,-0.614959,194.2,181.9,165.8,23.3,22.4,173.5,3.26927,197.505,0,3.94362,3.84292,-1.24048
162,12/20/2016,10:16:40 AM,2902.12,1.69336,-29008.1,0.0508822,-0.615776,194.3,182.1,165.8,23.4,22.4,173.5,3.26927,197.381,0,3.94336,3.84275,-1.24048
163,12/20/2016,10:16:50 AM,2903.04,1.69336,-28997.5,0.0508822,-0.61477,192.3,182.5,165.8,23.3,22.4,173.6,3.26927,197.226,0,3.9433,3.84268,-1.24048
164,12/20/2016,10:16:59 AM,2902.12,1.69336,-29008.1,0.0508822,-0.615965,190.5,183.1,165.8,23.2,22.4,173.6,3.26927,197.226,0,3.94315,3.84229,-1.24048
165,12/20/2016,10:17:09 AM,2903.04,1.69336,-28997.5,0.0508822,-0.615336,188.6,183.7,165.8,23.2,22.4,173.6,3.26927,197.118,0,3.94336,3.84262,-1.24048
166,12/20/2016,10:17:19 AM,2903.04,1.69336,-28997.5,0.0508822,-0.615336,187.1,184.7,165.8,23.2,22.4,173.7,3.26927,197.118,0,3.94289,3.8424,-1.24048
167,12/20/2016,10:17:30 AM,2903.04,1.69336,-28997.5,0.0508822,-0.615965,185.7,185.7,165.8,23.2,22.4,173.8,3.26927,196.994,0,3.94282,3.84188,-2.15869
168,12/20/2016,10:17:40 AM,2902.12,1.69336,-29008.1,0.0508822,-0.61477,184.5,186.6,165.8,23.2,22.4,173.8,3.26927,196.994,0,3.94282,3.84182,-2.15869
169,12/20/2016,10:17:50 AM,2902.12,1.69336,-29008.1,0.0508822,-0.615965,183.6,187.8,165.8,23,22.4,173.8,3.26927,196.994,0,3.94276,3.84136,-1.24048
170,12/20/2016,10:18:00 AM,2903.04,1.69336,-28997.5,0.0508822,-0.615965,182.7,188.9,165.8,23.1,22.4,173.8,3.26927,196.885,0,3.94269,3.84136,-1.24048
171,12/20/2016,10:18:10 AM,2903.04,1.69336,-29008.1,0.0508822,-0.615965,181.8,189.9,165.8,23.1,22.4,173.9,3.26927,196.839,0,3.94254,3.84147,-1.24048
172,12/20/2016,10:18:19 AM,2903.04,1.69336,-29008.1,0.0509006,-0.61477,181.1,191.1,165.9,23.2,22.4,173.9,3.26927,196.731,0,3.94254,3.84142,-1.24048
173,12/20/2016,10:18:29 AM,2903.04,1.69336,-29008.1,0.0508822,-0.614959,180.4,192.3,165.9,23.3,22.4,173.9,3.26927,196.762,0,3.94222,3.84118,-1.24048
174,12/20/2016,10:18:40 AM,2902.12,1.69336,-29008.1,0.0508822,-0.615776,179.8,193.6,165.9,23.1,22.4,173.9,3.26927,196.607,0,3.94216,3.84125,-1.24048
175,12/20/2016,10:18:50 AM,2902.12,1.69336,-29008.1,0.0508822,-0.615965,179.2,194.6,165.9,23.2,22.4,173.9,3.26927,196.607,0,3.94201,3.84125,-1.24048
176,12/20/2016,10:19:00 AM,2903.04,1.69336,-28997.5,0.0509006,-0.615525,178.6,195.5,165.9,23.2,22.4,173.8,3.26927,196.498,0,3.94181,3.84101,-1.24048
177,12/20/2016,10:19:10 AM,2902.12,1.69336,-29008.1,0.0508822,-0.615336,178.1,196.1,165.9,23.1,22.4,173.8,3.26927,196.498,0,3.94169,3.84125,-1.24048
178,12/20/2016,10:19:20 AM,2902.12,1.69336,-29008.1,0.0509006,-0.61477,177.7,196.3,166,23.1,22.4,173.8,3.26927,196.498,0,3.94162,3.84071,-1.24048
179,12/20/2016,10:19:30 AM,2902.12,1.69336,-29008.1,0.0509006,-0.614959,177.2,196.5,166,23.2,22.4,173.7,3.26927,196.375,0,3.94149,3.8406,-1.24048
180,12/20/2016,10:19:39 AM,2902.12,1.69336,-29008.1,0.0509006,-0.615965,176.8,196.3,166,23.2,22.4,173.6,3.26927,196.266,0,3.94149,3.8406,-1.24048
181,12/20/2016,10:19:49 AM,2902.12,1.69336,-28997.5,0.0509006,-0.614959,176.3,196,166,23.3,22.4,173.6,3.26927,196.266,0,3.94149,3.84084,-1.24048
182,12/20/2016,10:20:00 AM,2902.12,1.69336,-28997.5,0.0508822,-0.615965,175.9,195.5,166,23.5,22.4,173.5,3.26927,196.112,0,3.94134,3.84084,-1.24048
183,12/20/2016,10:20:10 AM,2902.12,1.69336,-29008.1,0.0508822,-0.61477,175.5,194.9,166,23.3,22.4,173.5,3.26927,196.003,0,3.94121,3.8406,-1.24048
184,12/20/2016,10:20:20 AM,2902.12,1.69336,-29008.1,0.0508822,-0.615965,175.2,194.2,166,23.2,22.4,173.3,3.26927,195.879,0,3.94134,3.8402,-1.24048
185,12/20/2016,10:20:30 AM,2902.12,1.69336,-29008.1,0.0508822,-0.615336,174.8,193.5,166,23.2,22.4,173.3,3.26927,195.771,0,3.94121,3.84025,-1.24048
186,12/20/2016,10:20:40 AM,2902.12,1.69336,-28997.5,0.0508822,-0.61477,174.5,192.9,166,23.1,22.4,173.2,3.26927,195.647,0,3.94108,3.84009,-1.24048
187,12/20/2016,10:20:49 AM,2902.12,1.69336,-28997.5,0.0508822,-0.615776,174.2,192,166,23.1,22.4,173.1,3.26927,195.539,0,3.94074,3.83957,-1.24048
188,12/20/2016,10:20:59 AM,2902.12,1.69336,-29008.1,0.0508822,-0.614959,174.7,191.4,166,23,22.4,173,3.26927,195.384,0,3.9408,3.83946,-1.24048
189,12/20/2016,10:21:10 AM,2902.12,1.69336,-28997.5,0.0508822,-0.615525,177.8,190.5,166,23,22.4,172.9,3.26927,195.152,0,3.9408,3.83957,-1.24048
190,12/20/2016,10:21:20 AM,2902.12,1.69336,-28997.5,0.0508822,-0.61477,180.6,189.8,166,23,22.4,172.9,3.26927,195.028,0,3.94055,3.8394,-1.24048
191,12/20/2016,10:21:30 AM,2902.12,1.69336,-28997.5,0.0508822,-0.615148,184,189.1,166,23,22.4,172.7,3.26927,194.765,0,3.94035,3.83927,-1.24048
192,12/20/2016,10:21:40 AM,2902.12,1.69336,-28997.5,0.0509006,-0.615965,186.5,188.3,166,23.1,22.4,172.6,3.26927,194.533,0,3.94035,3.83957,-1.24048
193,12/20/2016,10:21:50 AM,2902.12,1.69336,-29008.1,0.0508822,-0.614959,189,187.7,166,23.1,22.4,172.5,3.26927,194.409,0,3.94042,3.83946,-1.24048
194,12/20/2016,10:22:00 AM,2902.12,1.69336,-29008.1,0.0508822,-0.615965,190.9,187,166,23.1,22.4,172.5,3.26927,194.27,0,3.9402,3.83916,-1.24048
195,12/20/2016,10:22:09 AM,2902.12,1.69336,-28997.5,0.0508822,-0.61477,192.5,186.3,166,23,22.4,172.5,3.26927,194.038,0,3.94001,3.83916,-1.24048
196,12/20/2016,10:22:20 AM,2902.12,1.69336,-29008.1,0.0509006,-0.615965,194.4,185.8,166,23,22.4,172.4,3.26927,193.914,0,3.93995,3.8391,-1.24048
197,12/20/2016,10:22:30 AM,2902.12,1.69336,-29008.1,0.0508822,-0.61477,196,185,166,23,22.4,172.4,3.26927,193.759,0,3.93995,3.83883,-1.24048
198,12/20/2016,10:22:40 AM,2902.12,1.69336,-29008.1,0.0508822,-0.615965,197.7,184.5,166,23,22.4,172.4,3.26927,193.651,0,3.93988,3.83853,-1.24048
199,12/20/2016,10:22:50 AM,2902.12,1.69336,-28997.5,0.0509006,-0.614959,197.4,183.9,166,23,22.4,172.5,3.26927,193.527,0,3.93988,3.83888,-1.24048
200,12/20/2016,10:23:00 AM,2903.04,1.69336,-29008.1,0.0509006,-0.615776,194.7,183.4,166,23,22.4,172.5,3.26927,193.527,0,3.93982,3.83859,-1.24048
201,12/20/2016,10:23:10 AM,2902.12,1.69336,-29008.1,0.0509006,-0.615148,192.3,182.9,166,23,22.4,172.6,3.26927,193.527,0,3.9396,3.83836,-1.24048
202,12/20/2016,10:23:20 AM,2903.04,1.69336,-28997.5,0.0508822,-0.615776,189.6,182.3,166,23.2,22.4,172.7,3.26927,193.418,0,3.93967,3.83842,-1.24048
203,12/20/2016,10:23:30 AM,2902.12,1.69336,-28997.5,0.0509006,-0.614959,188,181.9,166,23.1,22.4,172.8,3.26927,193.418,0,3.9396,3.83853,-1.24048
204,12/20/2016,10:23:40 AM,2903.04,1.69336,-29008.1,0.0508822,-0.616154,186.4,181.5,166,23,22.4,172.9,3.26927,193.418,0,3.9396,3.83859,-1.24048
205,12/20/2016,10:23:50 AM,2903.04,1.69336,-28997.5,0.0509006,-0.615776,185.1,181,166,23,22.4,173,3.26927,193.295,0,3.93967,3.83836,-1.24048
206,12/20/2016,10:24:00 AM,2903.04,1.69336,-28997.5,0.0509006,-0.615525,183.9,180.6,166,23,22.4,173,3.26927,193.295,0,3.93954,3.83823,-1.24048
207,12/20/2016,10:24:10 AM,2902.12,1.69336,-28997.5,0.0509006,-0.615776,183.1,180.2,166,23.1,22.4,173.1,3.26927,193.264,0,3.93922,3.83812,-1.24048
208,12/20/2016,10:24:20 AM,2902.12,1.69336,-29008.1,0.0509006,-0.615148,182.1,179.8,166,23.2,22.4,173.2,3.26927,193.14,0,3.93941,3.83829,-1.24048
209,12/20/2016,10:24:30 AM,2902.12,1.69336,-28997.5,0.0509006,-0.615965,181.3,179.5,166,23.2,22.4,173.2,3.26927,193.14,0,3.93934,3.83812,-1.24048
210,12/20/2016,10:24:41 AM,2902.12,1.69336,-29008.1,0.0509006,-0.61477,180.6,179,166,23,22.4,173.2,3.26927,193.031,0,3.939,3.83796,-1.24048
211,12/20/2016,10:24:50 AM,2903.04,1.69336,-29008.1,0.0509006,-0.615965,179.8,178.7,166,23.2,22.4,173.2,3.26927,193.031,0,3.93894,3.83812,-1.24048
212,12/20/2016,10:25:00 AM,2902.12,1.69336,-28997.5,0.0508822,-0.614959,179.9,178.4,166,23.3,22.4,173.2,3.26927,192.908,0,3.939,3.83738,-1.24048
213,12/20/2016,10:25:10 AM,2902.12,1.69336,-29008.1,0.0509006,-0.615336,182.5,178.1,166,23.2,22.4,173.2,3.26927,192.799,0,3.93887,3.83738,-2.15869
214,12/20/2016,10:25:20 AM,2902.12,1.69336,-28997.5,0.0508822,-0.615776,185.3,177.8,166,23.2,22.4,173.2,3.26927,192.521,0,3.93887,3.83755,-1.24048
215,12/20/2016,10:25:30 AM,2902.12,1.69336,-29008.1,0.0508822,-0.615965,188.3,177.5,166,23.2,22.4,173.2,3.26927,192.412,0,3.93874,3.8379,-1.24048
216,12/20/2016,10:25:40 AM,2902.12,1.69336,-28997.5,0.0508822,-0.615776,190.7,177.1,166,23.1,22.4,173.2,3.26927,192.304,0,3.93853,3.83738,-1.24048
217,12/20/2016,10:25:50 AM,2902.12,1.69336,-29008.1,0.0509006,-0.61477,191.4,176.9,166,23,22.4,173.2,3.26927,192.18,0,3.93853,3.83738,-1.24048
218,12/20/2016,10:26:00 AM,2902.12,1.69336,-29008.1,0.0508822,-0.614959,190.2,176.8,166,23,22.4,173.2,3.26927,192.025,0,3.93846,3.83738,-1.24048
219,12/20/2016,10:26:10 AM,2902.12,1.69336,-29008.1,0.0508822,-0.615776,191.8,176.5,166,23,22.4,173.2,3.26927,191.917,0,3.93827,3.83738,-1.24048
220,12/20/2016,10:26:20 AM,2902.12,1.69336,-29008.1,0.0509006,-0.615336,193.3,176.3,166,23.1,22.4,173.2,3.26927,191.685,0,3.93827,3.83725,-1.24048
221,12/20/2016,10:26:30 AM,2902.12,1.69336,-29008.1,0.0508822,-0.615148,195.7,176,166,23.2,22.4,173.2,3.26927,191.53,0,3.93834,3.8372,-1.24048
222,12/20/2016,10:26:40 AM,2902.12,1.69336,-28997.5,0.0508822,-0.615965,196.7,175.8,166,23.3,22.4,173.2,3.26927,191.53,0,3.93834,3.83687,-1.24048
223,12/20/2016,10:26:50 AM,2903.04,1.69336,-28997.5,0.0508822,-0.61477,195.1,175.6,166,23.3,22.4,173.3,3.26927,191.406,0,3.93821,3.83698,-1.24048
224,12/20/2016,10:27:00 AM,2902.12,1.69336,-28997.5,0.0508822,-0.615965,192.6,175.4,166,23.2,22.4,173.3,3.26927,191.453,0,3.93793,3.83687,-1.24048
225,12/20/2016,10:27:11 AM,2903.04,1.69336,-29008.1,0.0508822,-0.615148,190.5,175.2,166,23.1,22.4,173.3,3.26927,191.298,0,3.93786,3.83651,-2.15869
226,12/20/2016,10:27:20 AM,2903.04,1.69336,-28997.5,0.0508822,-0.615776,188.8,175.2,166,23.2,22.4,173.5,3.26927,191.298,0,3.93773,3.83668,-1.24048
227,12/20/2016,10:27:30 AM,2903.04,1.69336,-28997.5,0.0508822,-0.614959,187.2,175.4,166,23,22.4,173.5,3.26927,191.174,0,3.93761,3.83651,-2.15869
228,12/20/2016,10:27:40 AM,2902.12,1.69336,-29008.1,0.0508822,-0.615965,185.9,175.8,166,23.2,22.4,173.6,3.26927,191.174,0,3.9378,3.83662,-1.24048
229,12/20/2016,10:27:50 AM,2902.12,1.69336,-28997.5,0.0508822,-0.61477,184.7,176.3,166,23,22.4,173.6,3.26927,191.174,0,3.93754,3.83616,-1.24048
230,12/20/2016,10:28:00 AM,2902.12,1.69336,-29008.1,0.0508822,-0.61477,183.7,177.1,166,23.1,22.4,173.6,3.26927,191.066,0,3.93793,3.83651,-1.24048
231,12/20/2016,10:28:10 AM,2902.12,1.69336,-28997.5,0.0508822,-0.615148,182.8,178,166,23.1,22.4,173.7,3.26927,191.066,0,3.93773,3.83692,-1.24048
232,12/20/2016,10:28:21 AM,2902.12,1.69336,-28997.5,0.0508822,-0.615336,182,179,166,23.2,22.4,173.7,3.26927,190.911,0,3.93767,3.83674,-1.24048
233,12/20/2016,10:28:31 AM,2902.12,1.69336,-29008.1,0.0508822,-0.615525,181.2,180,166,22.9,22.4,173.8,3.26927,190.942,0,3.93767,3.83651,-1.24048
234,12/20/2016,10:28:40 AM,2902.12,1.69336,-28997.5,0.0508822,-0.614959,180.6,181.4,166,23.2,22.4,173.8,3.26927,190.787,0,3.93767,3.83633,-1.24048
235,12/20/2016,10:28:50 AM,2903.04,1.69336,-28997.5,0.0508822,-0.615776,179.9,182.5,166,23.2,22.4,173.7,3.26927,190.787,0,3.93767,3.83657,-1.24048
236,12/20/2016,10:29:00 AM,2902.12,1.69336,-28997.5,0.0508822,-0.614959,179.8,183.7,166,23.2,22.4,173.7,3.26927,190.679,0,3.93761,3.8364,-2.15869
237,12/20/2016,10:29:10 AM,2902.12,1.69336,-28997.5,0.0508822,-0.615776,182.5,185,166,23.2,22.4,173.7,3.26927,190.57,0,3.93754,3.83611,-1.24048
238,12/20/2016,10:29:20 AM,2902.12,1.69336,-28997.5,0.0508822,-0.61477,185.8,186.4,166,23.2,22.4,173.6,3.26927,190.447,0,3.93733,3.836,-1.24048
239,12/20/2016,10:29:31 AM,2902.12,1.69336,-28997.5,0.0508822,-0.615965,187.9,187.5,166,23,22.4,173.6,3.26927,190.292,0,3.9372,3.83605,-1.24048
240,12/20/2016,10:29:41 AM,2902.12,1.69336,-29008.1,0.0509006,-0.614959,190.4,189,166,23.2,22.4,173.6,3.26927,190.184,0,3.9372,3.83594,-1.24048
241,12/20/2016,10:29:51 AM,2902.12,1.69336,-28997.5,0.0508822,-0.615776,192.8,190.1,166,23,22.4,173.6,3.26927,190.06,0,3.93713,3.83553,-1.24048
242,12/20/2016,10:30:00 AM,2902.12,1.69336,-28997.5,0.0508822,-0.615148,194.3,191.4,166,23.2,22.4,173.5,3.26927,190.06,0,3.93707,3.83529,-1.24048
243,12/20/2016,10:30:10 AM,2903.04,1.69336,-28997.5,0.0508822,-0.615148,196.5,192.6,166,23.2,22.4,173.6,3.26927,189.905,0,3.93707,3.83559,-1.24048
244,12/20/2016,10:30:20 AM,2902.12,1.69336,-29008.1,0.0509006,-0.61477,197.8,193.8,166,23.3,22.4,173.6,3.26927,189.905,0,3.937,3.83575,-1.24048
245,12/20/2016,10:30:30 AM,2903.04,1.69336,-28997.5,0.0508822,-0.615965,197.6,195,166,23.2,22.4,173.6,3.26927,189.905,0,3.93707,3.83575,-1.24048
246,12/20/2016,10:30:40 AM,2903.04,1.69336,-29008.1,0.0508822,-0.614959,195.4,196,166,23.3,22.4,173.6,3.26927,189.951,0,3.937,3.83559,-1.24048
247,12/20/2016,10:30:51 AM,2904.87,1.69336,-28997.5,0.0508822,-0.615336,192.9,196.6,166,23.1,22.4,173.6,3.26927,189.951,0,3.93679,3.83518,-1.24048
248,12/20/2016,10:31:01 AM,2905.79,1.69336,-29008.1,0.0508822,-0.615525,190.7,197.2,166,23.3,22.4,173.7,3.26927,189.951,0,3.93666,3.83524,-1.24048
249,12/20/2016,10:31:11 AM,2902.12,1.69336,-29008.1,0.0508822,-0.615336,188.8,197.5,166,23.3,22.4,173.8,3.26927,190.184,0,3.93666,3.83535,-1.24048
250,12/20/2016,10:31:20 AM,2903.04,1.69336,-29008.1,0.0508822,-0.615965,187.3,197.4,166,23,22.4,173.8,3.26927,190.184,0,3.9366,3.83496,-1.24048
251,12/20/2016,10:31:30 AM,2904.87,1.69336,-29008.1,0.0508822,-0.61477,186,197.1,166,23,22.4,173.9,3.26927,190.184,0,3.93647,3.83496,-1.24048
252,12/20/2016,10:31:40 AM,2904.87,1.69336,-29008.1,0.0508822,-0.615148,185,196.7,166,23,22.4,174,3.26927,190.292,0,3.9366,3.83518,-1.24048
253,12/20/2016,10:31:50 AM,2902.12,1.69336,-29008.1,0.0508822,-0.61477,183.9,196,166,23.2,22.4,174,3.26927,190.447,0,3.93666,3.83518,-1.24048
254,12/20/2016,10:32:01 AM,2902.12,1.69336,-28997.5,0.0508822,-0.615965,183.1,195.4,166,23,22.4,174,3.26927,190.447,0,3.93632,3.83472,-1.24048
255,12/20/2016,10:32:11 AM,2903.96,1.69336,-28997.5,0.0508822,-0.615525,182.2,194.7,166,23,22.4,174.1,3.26927,190.447,0,3.93632,3.83477,-1.24048
256,12/20/2016,10:32:21 AM,2903.96,1.69336,-29008.1,0.0508822,-0.615965,181.4,193.9,166,23,22.4,174.1,3.26927,190.416,0,3.93606,3.83431,-1.24048
257,12/20/2016,10:32:30 AM,2903.96,1.69336,-29008.1,0.0508822,-0.615525,180.8,193.1,166.1,23.2,22.4,174.1,3.26927,190.447,0,3.93612,3.83461,-1.24048
258,12/20/2016,10:32:40 AM,2903.96,1.69336,-28997.5,0.0508822,-0.615965,180.1,192.2,166.1,23.2,22.4,174.1,3.26927,190.416,0,3.93606,3.83496,-1.24048
259,12/20/2016,10:32:50 AM,2903.04,1.69336,-29008.1,0.0508822,-0.615525,179.5,191.5,166.1,23.3,22.4,174,3.26927,190.447,0,3.93606,3.8345,-2.15869
260,12/20/2016,10:33:00 AM,2903.04,1.69336,-29008.1,0.0508822,-0.615525,179,190.6,166.1,23,22.4,174,3.26927,190.416,0,3.93612,3.8349,-1.24048
261,12/20/2016,10:33:11 AM,2902.12,1.69336,-29008.1,0.0508822,-0.614959,178.4,189.8,166,23.2,22.4,174,3.26927,190.416,0,3.93593,3.83483,-2.15869
262,12/20/2016,10:33:21 AM,2902.12,1.69336,-28997.5,0.0508822,-0.615965,177.9,189,166,23.2,22.4,174,3.26927,190.292,0,3.93593,3.83426,-1.24048
263,12/20/2016,10:33:31 AM,2902.12,1.69336,-28997.5,0.0508822,-0.61477,177.4,188.3,166,23,22.4,173.9,3.26927,190.292,0,3.93587,3.83431,-2.15869
264,12/20/2016,10:33:41 AM,2902.12,1.69336,-29008.1,0.0508822,-0.615965,177,187.4,166.1,23,22.4,173.8,3.26927,190.184,0,3.93578,3.83437,-2.15869
265,12/20/2016,10:33:50 AM,2903.04,1.69336,-28997.5,0.0508822,-0.61477,176.6,186.8,166.1,23.1,22.4,173.8,3.26927,190.184,0,3.93565,3.83398,-1.24048
266,12/20/2016,10:34:00 AM,2902.12,1.69336,-29008.1,0.0508822,-0.615965,176.9,186.1,166.1,23.2,22.4,173.7,3.26927,190.06,0,3.93578,3.83403,-1.24048
267,12/20/2016,10:34:10 AM,2902.12,1.69336,-28997.5,0.0508822,-0.615148,179.5,185.5,166.1,23.1,22.4,173.6,3.26927,189.905,0,3.93587,3.83409,-1.24048
268,12/20/2016,10:34:21 AM,2902.12,1.69336,-29008.1,0.0508822,-0.615776,183,184.8,166.1,23.2,22.4,173.5,3.25757,189.673,0,3.93578,3.83461,-1.24048
269,12/20/2016,10:34:31 AM,2902.12,1.69336,-28997.5,0.0508822,-0.615336,186,184.2,166.1,23,22.4,173.4,3.26927,189.564,0,3.93572,3.8342,-1.24048
270,12/20/2016,10:34:41 AM,2902.12,1.69336,-29008.1,0.0508822,-0.615336,188,183.6,166.1,23,22.4,173.3,3.26927,189.441,0,3.93565,3.83403,-1.24048
271,12/20/2016,10:34:51 AM,2902.12,1.69336,-28997.5,0.0508822,-0.61477,190.8,183.1,166.1,23.1,22.4,173.3,3.26927,189.286,0,3.93552,3.8342,-1.24048
272,12/20/2016,10:35:01 AM,2902.12,1.69336,-28997.5,0.0508822,-0.615148,192.8,182.5,166,23.2,22.4,173.2,3.26927,189.177,0,3.93539,3.83403,-1.24048
273,12/20/2016,10:35:10 AM,2902.12,1.69336,-29008.1,0.0508822,-0.61477,194.8,182,166.1,22.9,22.4,173.2,3.26927,189.054,0,3.93526,3.83379,-1.24048
274,12/20/2016,10:35:20 AM,2902.12,1.69336,-29008.1,0.0508822,-0.615965,196.1,181.7,166.1,23,22.4,173.2,3.26927,188.899,0,3.93518,3.83346,-1.24048
275,12/20/2016,10:35:30 AM,2903.04,1.69336,-29008.1,0.0508822,-0.61477,197.6,181.6,166.1,23.1,22.4,173.2,3.26927,188.837,0,3.93539,3.83363,-1.24048
276,12/20/2016,10:35:41 AM,2902.12,1.69336,-29008.1,0.0508822,-0.615965,198.4,181.7,166.1,23.2,22.4,173.2,3.26927,188.682,0,3.93511,3.83346,-1.24048
277,12/20/2016,10:35:51 AM,2902.12,1.69336,-28997.5,0.0509006,-0.614959,195.9,181.8,166.1,23.2,22.4,173.2,3.26927,188.682,0,3.93518,3.83346,-1.24048
278,12/20/2016,10:36:01 AM,2903.04,1.69336,-28997.5,0.0508822,-0.615525,193.5,182,166.1,23,22.4,173.3,3.26927,188.682,0,3.93505,3.83352,-1.24048
279,12/20/2016,10:36:11 AM,2903.04,1.69336,-28997.5,0.0509006,-0.615525,191.1,182,166.1,23,22.4,173.3,3.26927,188.682,0,3.93526,3.83392,-1.24048
280,12/20/2016,10:36:21 AM,2902.12,1.69336,-29008.1,0.0508822,-0.615148,189.1,182,166.1,23,22.4,173.4,3.26927,188.682,0,3.93511,3.83333,-1.24048
281,12/20/2016,10:36:30 AM,2903.04,1.69336,-28997.5,0.0508822,-0.615776,187.5,182.3,166.1,23,22.4,173.5,3.26927,188.682,0,3.93499,3.83328,-2.15869
282,12/20/2016,10:36:40 AM,2903.04,1.69336,-28997.5,0.0509006,-0.614959,186.1,182.7,166.1,23.2,22.4,173.6,3.26927,188.682,0,3.93486,3.83352,-1.24048
283,12/20/2016,10:36:51 AM,2903.04,1.69336,-28997.5,0.0508822,-0.615965,185,183.1,166.1,23.1,22.4,173.6,3.26927,188.682,0,3.93505,3.83374,-2.15869
284,12/20/2016,10:37:01 AM,2903.04,1.69336,-29008.1,0.0508822,-0.615148,183.8,183.9,166.1,23.2,22.4,173.6,3.26927,188.682,0,3.93505,3.83368,-1.24048
285,12/20/2016,10:37:11 AM,2903.04,1.69336,-29008.1,0.0508822,-0.615776,183,184.7,166.1,23,22.4,173.7,3.26927,188.682,0,3.93473,3.83352,-1.24048
286,12/20/2016,10:37:21 AM,2903.04,1.69336,-28997.5,0.0508822,-0.61477,182.1,185.6,166.1,23,22.4,173.8,3.26927,188.682,0,3.93479,3.83328,-2.15869
287,12/20/2016,10:37:31 AM,2903.04,1.69336,-28997.5,0.0508822,-0.615336,181.4,186.5,166.1,22.9,22.4,173.8,3.26927,188.682,0,3.93438,3.8327,-1.24048
288,12/20/2016,10:37:40 AM,2902.12,1.69336,-28997.5,0.0509006,-0.61477,180.7,187.6,166.1,23,22.4,173.8,3.26927,188.682,0,3.93445,3.83276,-1.24048
289,12/20/2016,10:37:50 AM,2902.12,1.69336,-29008.1,0.0508822,-0.615965,180,188.7,166.1,23.1,22.4,173.8,3.26927,188.682,0,3.93473,3.83281,-1.24048
290,12/20/2016,10:38:01 AM,2903.04,1.69336,-28997.5,0.0508822,-0.615525,179.9,189.8,166.1,23,22.4,173.8,3.26927,188.558,0,3.93451,3.83305,-1.24048
